Academy College (Bloomington, MN)
University of the District of Columbia (Washington, DC)
University of the District of Columbia-David A Clarke School of Law (Washington, DC)
University of the Incarnate Word (San Antonio, TX)
University of the Ozarks (Clarksville, AR)
University of the People (Pasadena, CA)
University of the Potomac-VA Campus (FALLS CHURCH, VA)
University of the Potomac-Washington DC Campus (Washington, DC)
University of the Sciences (Philadelphia, PA)
University of the Southwest (Hobbs, NM)
University of the Virgin Islands (Charlotte Amalie, VI)
University of the West (Rosemead, CA)
Unlimited Cosmetology School (Hattiesburg, MS)
Upper Cape Cod Regional Technical School (Bourne, MA)
Upper Valley Career Center (Piqua, OH)
Upper Valley Educators Institute (Lebanon, NH)
Upstate Medical University (Syracuse, NY)
Urban Barber College (Concord, CA)
Urban College of Boston (Boston, MA)
Urshan College (Wentzville, MO)
Urshan Graduate School of Theology (Wentzville, MO)
Ursinus College (Collegeville, PA)
Ursuline College (Pepper Pike, OH)
Uta Mesivta of Kiryas Joel (Monroe, NY)
Utah State University (Logan, UT)
Utah Valley University (Orem, UT)
Utica College (Utica, NY)
VH Barber & Styling Academy (Bossier City, LA)
Valdosta State University (Valdosta, GA)
Valencia College (Orlando, FL)
Valley College of Medical Careers (West Hills, CA)
Valley College-Beckley (Beckley, WV)
Valley College-Cleveland (Cleveland, OH)
Valley College-Martinsburg (Martinsburg, WV)
Valley Forge Military College (Wayne, PA)
Valley Grande Institute for Academic Studies (Weslaco, TX)
Valor Christian College (Canal Winchester, OH)
Valparaiso University (Valparaiso, IN)
Vance-Granville Community College (Henderson, NC)
Vanderbilt University (Nashville, TN)
Vanguard College of Cosmetology-Baton Rouge (Baton Rouge, LA)
Vanguard College of Cosmetology-Metairie (Metairie, LA)
Vanguard University of Southern California (Costa Mesa, CA)
Vanguard-Sentinel Adult Career and Technology Center (Fremont, OH)
Vantage Career Center (Van Wert, OH)
Vassar College (Poughkeepsie, NY)
Vaughn Beauty College (Aberdeen, MS)
Vaughn College of Aeronautics and Technology (Flushing, NY)
Veeb Nassau County School of Practical Nursing (Hicksville, NY)
Velvatex College of Beauty Culture (Little Rock, AR)
Venango County Area Vocational Technical School (Oil City, PA)
Ventura Adult and Continuing Education (Ventura, CA)
Ventura College (Ventura, CA)
Ventura County Community College System Office (Camarillo, CA)
Venus Beauty Academy (Sharon Hill, PA)
Veritas Baptist College (Greendale, IN)
Vermont College of Fine Arts (Montpelier, VT)
Vermont Law School (South Royalton, VT)
Vermont State Colleges-Office of the Chancellor (Montpelier, VT)
Vermont Technical College (Randolph, VT)
Vernon College (Vernon, TX)
Vet Tech Institute (Pittsburgh, PA)
Vet Tech Institute of Houston (Houston, TX)
Vibe Barber College (Memphis, TN)
Victor Valley College (Victorville, CA)
Victor Valley Community College - Aviation Technology (Victorville, CA)
Victoria Beauty College Inc (Victoria, TX)
Victoria College (Victoria, TX)
Victoria's Academy of Cosmetology (Kennewick, WA)
Victory Career College (Torrance, CA)
Villa Maria College (Buffalo, NY)
Villanova University (Villanova, PA)
Vincennes Beauty College (Vincennes, IN)
Vincennes University (Vincennes, IN)
Virginia Beach City Public Schools School of Practical Nursing (Virginia Beach, VA)
Virginia Beach Theological Seminary (Virginia Beach, VA)
Virginia Commonwealth University (Richmond, VA)
Virginia Highlands Community College (Abingdon, VA)
Virginia Military Institute (Lexington, VA)
Virginia Polytechnic Institute and State Univ (Blacksburg, VA)
Virginia State University (Petersburg, VA)
Virginia Union University (Richmond, VA)
Virginia University of Integrative Medicine (Fairfax, VA)
Virginia University of Lynchburg (Lynchburg, VA)
Virginia Wesleyan University (Virginia Beach, VA)
Virginia Western Community College (Roanoke, VA)
Visible Music College (Memphis, TN)
Vista Adult School (Vista, CA)
Vista College (El Paso, TX)
Vista College-Online (Richardson, TX)
Vogue College of Cosmetology (San Antonio, TX)
Vogue College of Cosmetology-McAllen (McAllen, TX)
Vogue College of Cosmetology-San Antonio Fredericksburg (San Antonio, TX)
Vogue College of Cosmetology-Santa Fe (Santa Fe, NM)
Vogue International Academy (Houston, TX)
Volunteer State Community College (Gallatin, TN)
Voorhees College (Denmark, SC)
Vski Cosmetology School (Charleston, SC)
W L Bonner College (Columbia, SC)
Wabash College (Crawfordsville, IN)
Wade College (Dallas, TX)
Wade Gordon Hairdressing Academy (Amarillo, TX)
Wade Gordon Hairdressing Academy (Amarillo, TX)
Wade Gordon Hairdressing Academy-Lubbock (Lubbock, TX)
Wagner College (Staten Island, NY)
Wake Forest University (Winston-Salem, NC)
Wake Technical Community College (Raleigh, NC)
Walla Walla Community College (Walla Walla, WA)
Walla Walla University (College Place, WA)
Walnut Hill College (Philadelphia, PA)
Walsh College (Troy, MI)
Walsh University (North Canton, OH)
Walters State Community College (Morristown, TN)
Warner Pacific University (Portland, OR)
Warner Pacific University Professional and Graduate Studies (Portland, OR)
Warner University (Lake Wales, FL)
Warren County Career Center (Lebanon, OH)
Warren County Community College (Washington, NJ)
Warren Wilson College (Swannanoa, NC)
Warrensburg Area Career Center (Warrensburg, MO)
Washburn Institute of Technology (Topeka, KS)
Washburn University (Topeka, KS)
Washington & Jefferson College (Washington, PA)
Washington Adventist University (Takoma Park, MD)
Washington Barber College Inc (Little Rock, AR)
Washington College (Chestertown, MD)
Washington County Career Center-Adult Technical Training (Marietta, OH)
Washington County Community College (Calais, ME)
Washington Hospital School of Nursing (Washington, PA)
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program (Hudson Falls, NY)
Washington State Community College (Marietta, OH)
Washington State University (Pullman, WA)
Washington University in St. Louis (Saint Louis, MO)
Washington and Lee University (Lexington, VA)
Washtenaw Community College (Ann Arbor, MI)
Watkins College of Art Design & Film (Nashville, TN)
Watts School of Nursing (Durham, NC)
Wave Leadership College (Virginia Beach, VA)
Wayland Baptist University (Plainview, TX)
Wayne Community College (Goldsboro, NC)
Wayne County Community College District (Detroit, MI)
Wayne County Schools Career Center (Smithville, OH)
Wayne Finger Lakes BOCES-Practical Nursing Program (Newark, NY)
Wayne State College (Wayne, NE)
Wayne State University (Detroit, MI)
Waynes College of Beauty (Salinas, CA)
Waynesburg University (Waynesburg, PA)
Waynesville Career Center (Waynesville, MO)
Weatherford College (Weatherford, TX)
Webb Institute (Glen Cove, NY)
Webb's Barber School of Arts (Macon, GA)
Webber International University (Babson Park, FL)
Weber State University (Ogden, UT)
Webster University (Saint Louis, MO)
Welch College (Gallatin, TN)
Welder Training and Testing Institute (Allentown, PA)
WellSpring School of Allied Health-Kansas City (Kansas City, MO)
WellSpring School of Allied Health-Lawrence (Lawrence, KS)
WellSpring School of Allied Health-Springfield (Springfield, MO)
WellSpring School of Allied Health-Wichita (Wichita, KS)
Wellesley College (Wellesley, MA)
Wells College (Aurora, NY)
Wenatchee Valley College (Wenatchee, WA)
Wentworth Institute of Technology (Boston, MA)
Wes Watkins Technology Center (Wetumka, OK)
Wesley Biblical Seminary (Ridgeland, MS)
Wesley College (Dover, DE)
Wesley Theological Seminary (Washington, DC)
Wesleyan College (Macon, GA)
Wesleyan University (Middletown, CT)
West Chester University of Pennsylvania (West Chester, PA)
West Coast Ultrasound Institute (Los Angeles, CA)
West Coast University-Center for Graduate Studies (Los Angeles, CA)
West Coast University-Dallas (Dallas, TX)
West Coast University-Los Angeles (North Hollywood, CA)
West Coast University-Miami (Doral, FL)
West Coast University-Ontario (Ontario, CA)
West Coast University-Orange County (Anaheim, CA)
West Georgia Technical College (Waco, GA)
West Hills College-Coalinga (Coalinga, CA)
West Hills College-Lemoore (Lemoore, CA)
West Hills Community College District (Coalinga, CA)
West Kentucky Community and Technical College (Paducah, KY)
West Liberty University (West Liberty, WV)
West Los Angeles College (Culver City, CA)
West Michigan College of Barbering and Beauty (Kalamazoo, MI)
West Shore Community College (Scottville, MI)
West Texas A & M University (Canyon, TX)
West Valley College (Saratoga, CA)
West Valley Mission Community College District Office (Saratoga, CA)
West Virginia Junior College-Bridgeport (Bridgeport, WV)
West Virginia Junior College-Charleston (Cross Lanes, WV)
West Virginia Junior College-Morgantown (Morgantown, WV)
West Virginia Junior College-United Career Institute (Irwin, PA)
West Virginia Junior College-United Career Institute (Mount Braddock, PA)
West Virginia Northern Community College (Wheeling, WV)
West Virginia School of Osteopathic Medicine (Lewisburg, WV)
West Virginia State University (Institute, WV)
West Virginia University (Morgantown, WV)
West Virginia University Hospital Departments of Rad Tech and Nutrition (Morgantown, WV)
West Virginia University Institute of Technology (Beckley, WV)
West Virginia University at Parkersburg (Parkersburg, WV)
West Virginia Wesleyan College (Buckhannon, WV)
Westchester College of Nursing & Allied Health (Los Angeles, CA)
Westchester School for Dental Assistant (Elmsford, NY)
Westchester School of Beauty Culture (Mount Vernon, NY)
Westcliff University (Irvine, CA)
Western Area Career & Technology Center (Canonsburg, PA)
Western Carolina University (Cullowhee, NC)
Western Connecticut State University (Danbury, CT)
Western Governors University (Salt Lake City, UT)
Western Kentucky University (Bowling Green, KY)
Western Maricopa Education Center (Glendale, AZ)
Western Maricopa Education Center - Northeast Campus (Phoenix, AZ)
Western Maricopa Education Center - Southwest Campus (Buckeye, AZ)
Western Michigan University (Kalamazoo, MI)
Western Michigan University Homer Stryker M.D. School of Medicine (Kalamazoo, MI)
Western Michigan University-Thomas M. Cooley Law School (Lansing, MI)
Western Nebraska Community College (Scottsbluff, NE)
Western Nevada College (Carson City, NV)
Western New England University (Springfield, MA)
Western New Mexico University (Silver City, NM)
Western Oklahoma State College (Altus, OK)
Western Oregon University (Monmouth, OR)
Western Pennsylvania Hospital School of Nursing (Pittsburgh, PA)
Western Piedmont Community College (Morganton, NC)
Western Seminary (Portland, OR)
Western State College of Colorado (Gunnison, CO)
Western Suffolk BOCES (Northport, NY)
Western Technical College (El Paso, TX)
Western Technical College (El Paso, TX)
Western Technology Center (Burns Flat, OK)
Western Texas College (Snyder, TX)
Western Theological Seminary (Holland, MI)
Western University of Health Sciences (Pomona, CA)
Western Washington University (Bellingham, WA)
Western Wyoming Community College (Rock Springs, WY)
Westfield State University (Westfield, MA)
Westminster College (Fulton, MO)
Westminster College (New Wilmington, PA)
Westminster College (Salt Lake City, UT)
Westminster Theological Seminary (Glenside, PA)
Westminster Theological Seminary in California (Escondido, CA)
Westmont College (Santa Barbara, CA)
Westmoreland County Community College (Youngwood, PA)
Wharton County Junior College (Wharton, TX)
Whatcom Community College (Bellingham, WA)
Wheaton College (Norton, MA)
Wheeling University (Wheeling, WV)
White Mountains Community College (Berlin, NH)
Whitman College (Walla Walla, WA)
Whittier College (Whittier, CA)
Whitworth University (Spokane, WA)
Whitworth University-Adult Degree Programs (Spokane, WA)
Wichita State University (Wichita, KS)
Wichita State University-Campus of Applied Sciences and Technology (Wichita, KS)
Wichita Technical Institute (Wichita, KS)
Widener University-Main Campus (Chester, PA)
Wilberforce University (Wilberforce, OH)
Wiley College (Marshall, TX)
Wilkes Community College (Wilkesboro, NC)
Wilkes University (Wilkes-Barre, PA)
Wilkes-Barre Area Career and Technical Center Practical Nursing (Wilkes Barre, PA)
Willamette University (Salem, OR)
William Carey University (Hattiesburg, MS)
William Edge Institute (New Braunfels, TX)
William James College (Newton, MA)
William Jessup University (Rocklin, CA)
William Jewell College (Liberty, MO)
William Paterson University of New Jersey (Wayne, NJ)
William Peace University (Raleigh, NC)
William R Moore College of Technology (Memphis, TN)
William T McFatter Technical College (Davie, FL)
William Woods University (Fulton, MO)
Williams Baptist University (Walnut Ridge, AR)
Williams College (Williamstown, MA)
Williamsburg Technical College (Kingstree, SC)
Williamson Christian College (Franklin, TN)
Williamson College of the Trades (Media, PA)
Wilmington College (New Castle, DE)
Wilmington College (Wilmington, OH)
Wilson College (Chambersburg, PA)
Wilson Community College (Wilson, NC)
Windward Community College (Kaneohe, HI)
